,train_loss,val_accuracy
0,6.144725,0.96141666
1,2.3335524,0.974
2,1.941407,0.9784167
3,1.7399315,0.98008335
4,1.520146,0.9824167
5,1.275267,0.9855833
6,1.1297641,0.9860833
7,1.0402411,0.9875
8,0.9606447,0.9888333
9,0.8992003,0.9859167
10,0.85156155,0.9881667
11,0.805841,0.98933333
12,0.76809794,0.99008334
13,0.74335295,0.9899167
14,0.70438325,0.98908335
15,0.6859321,0.9895833
16,0.6592488,0.98966664
17,0.64047796,0.9905
18,0.6250072,0.9906667
19,0.60218376,0.99091667
20,0.5859175,0.9905
21,0.5700469,0.99083334
22,0.5643536,0.99083334
23,0.5524589,0.9906667
24,0.53235745,0.991
25,0.5314085,0.99125
26,0.51548725,0.9916667
27,0.5029742,0.99158335
28,0.49693486,0.9915
29,0.49015793,0.99125
30,0.47657937,0.99175
31,0.4725024,0.9913333
32,0.4715789,0.99125
33,0.46472225,0.9903333
34,0.45836696,0.9918333
35,0.44685808,0.99083334
36,0.4478408,0.99158335
37,0.43433025,0.99175
38,0.43246794,0.991
39,0.4246739,0.9916667
40,0.4211148,0.9913333
41,0.41835976,0.99225
42,0.4058874,0.9914167
43,0.407173,0.99116665
44,0.40422425,0.99091667
45,0.40133265,0.99233335
46,0.39791316,0.9913333
47,0.39293048,0.9906667
48,0.39449412,0.9906667
49,0.38869643,0.99091667
