,train_loss,val_accuracy
0,5.857842,0.96241665
1,2.3070006,0.97175
2,1.9534966,0.97891665
3,1.7432946,0.98025
4,1.5783397,0.98258334
5,1.316936,0.9860833
6,1.1549381,0.98833334
7,1.0475397,0.98691666
8,0.9810422,0.98975
9,0.91374516,0.9878333
10,0.85196745,0.9895
11,0.81097466,0.99116665
12,0.77378786,0.99083334
13,0.7374634,0.9910833
14,0.72023535,0.98975
15,0.68806714,0.9916667
16,0.6547031,0.9914167
17,0.64317065,0.9913333
18,0.62791705,0.99175
19,0.60792786,0.99025
20,0.59034383,0.9918333
21,0.57180864,0.9910833
22,0.5628691,0.99191666
23,0.5517973,0.99158335
24,0.54143775,0.99233335
25,0.5323631,0.9916667
26,0.51790553,0.99216664
27,0.5043027,0.992
28,0.49643224,0.99083334
29,0.48740584,0.9924167
30,0.47304794,0.99158335
31,0.47874907,0.9925
32,0.47188097,0.991
33,0.46498793,0.992
34,0.45333126,0.99175
35,0.44240186,0.99158335
36,0.4430451,0.9920833
37,0.4430415,0.99225
38,0.4332718,0.9914167
39,0.4252513,0.9925
40,0.4200959,0.9906667
41,0.41793466,0.99083334
42,0.4119652,0.99258333
43,0.40670052,0.99216664
44,0.41241258,0.9916667
45,0.40047917,0.99116665
46,0.39766353,0.9924167
47,0.39022785,0.9918333
48,0.39204,0.99075
49,0.39414427,0.9916667
