,train_loss,val_accuracy
0,15.399557,0.91825
1,4.306111,0.95225
2,3.125253,0.96508336
3,2.6015213,0.9735
4,2.240157,0.97858334
5,1.932685,0.9795833
6,1.7232499,0.9816667
7,1.5791309,0.98216665
8,1.4687799,0.98583335
9,1.3719969,0.98766667
10,1.2818037,0.9878333
11,1.2120316,0.98758334
12,1.1616179,0.9884167
13,1.095841,0.98775
14,1.0551214,0.9884167
15,1.0144521,0.98983335
16,0.9606202,0.98908335
17,0.93320876,0.9895
18,0.912569,0.99
19,0.88376683,0.9899167
20,0.85395175,0.98925
21,0.84160346,0.99025
22,0.8096581,0.99008334
23,0.7863764,0.9910833
24,0.7801622,0.99091667
25,0.7553161,0.99025
26,0.7313473,0.99125
27,0.71727616,0.9899167
28,0.6981662,0.99016666
29,0.6838537,0.98975
30,0.6743325,0.9918333
31,0.67592984,0.9914167
32,0.6396549,0.992
33,0.6466261,0.992
34,0.63028616,0.9914167
35,0.6109358,0.99158335
36,0.60846543,0.99216664
37,0.6112605,0.99
38,0.6100839,0.9918333
39,0.5915576,0.9925
40,0.5810922,0.99
41,0.5715011,0.9916667
42,0.5730724,0.99216664
43,0.576815,0.99308336
44,0.5668035,0.9918333
45,0.5522115,0.99216664
46,0.5430266,0.9916667
47,0.53090346,0.993
48,0.53403705,0.99091667
49,0.53082025,0.9925
