,train_loss,val_accuracy
0,0.6058324,0.9630833
1,0.07941425,0.9798333
2,0.06283254,0.9820833
3,0.05254342,0.98541665
4,0.04507007,0.9866667
5,0.039792646,0.98825
6,0.03774211,0.9855
7,0.03357152,0.9863333
8,0.03126966,0.98675
9,0.03045183,0.98683333
10,0.027545435,0.98908335
11,0.026617892,0.988
12,0.024839016,0.9881667
13,0.024277266,0.9891667
14,0.023511346,0.98875
15,0.022986975,0.98983335
16,0.019791588,0.98983335
17,0.01980152,0.99091667
18,0.019708883,0.98716664
19,0.019477235,0.98675
20,0.020611713,0.988
21,0.016925698,0.9885
22,0.017036157,0.9915
23,0.016682262,0.9916667
24,0.018177552,0.98975
25,0.015915964,0.98983335
26,0.015420235,0.99016666
27,0.017566977,0.99058336
28,0.015015129,0.99041665
29,0.01817987,0.98941666
30,0.012698275,0.9916667
31,0.016070804,0.99116665
32,0.013483176,0.99258333
33,0.013697207,0.99225
34,0.013363651,0.99075
35,0.012759504,0.9895
36,0.01458468,0.9895
37,0.015208224,0.98941666
38,0.014419909,0.99125
39,0.015226389,0.9895
40,0.012573473,0.9891667
41,0.013605772,0.9913333
42,0.013236916,0.9913333
43,0.016204527,0.99091667
44,0.0,0.0
45,0.0,0.0
46,0.0,0.0
47,0.0,0.0
48,0.0,0.0
49,0.0,0.0
