,train_loss,val_accuracy
0,15.053153,0.94275
1,3.9111974,0.97125
2,2.7072172,0.9805
3,2.33153,0.98225
4,2.1295815,0.98391664
5,1.9933597,0.9855
6,1.8879894,0.9874167
7,1.7961805,0.98675
8,1.6925509,0.9895833
9,1.5823041,0.99058336
10,1.4865199,0.99025
11,1.4069067,0.98975
12,1.3470293,0.98983335
13,1.2797672,0.9906667
14,1.2329011,0.99158335
15,1.1915704,0.9916667
16,1.1555333,0.992
17,1.1119,0.9914167
18,1.0676575,0.9914167
19,1.0521232,0.991
20,1.0189868,0.99025
21,0.9859628,0.9910833
22,0.9674305,0.992
23,0.95267963,0.99191666
24,0.91909206,0.9910833
25,0.9079946,0.9920833
26,0.88355803,0.9905
27,0.86198497,0.9914167
28,0.8565274,0.99158335
29,0.8327928,0.99233335
30,0.8122157,0.991
31,0.80914575,0.9910833
32,0.79059964,0.99266666
33,0.78053886,0.9920833
34,0.76627797,0.9914167
35,0.7513684,0.992
36,0.7508595,0.99225
37,0.7262413,0.9916667
38,0.7245902,0.99091667
39,0.7018364,0.99075
40,0.7070053,0.99216664
41,0.6873055,0.99175
42,0.68807197,0.9913333
43,0.67845684,0.99216664
44,0.0,0.0
45,0.0,0.0
46,0.0,0.0
47,0.0,0.0
48,0.0,0.0
49,0.0,0.0
