,train_loss,val_accuracy
0,6.081976,0.95075
1,2.2541666,0.9675
2,1.6889552,0.97658336
3,1.4204767,0.98008335
4,1.2567462,0.98275
5,1.1224523,0.98525
6,1.0312648,0.9860833
7,0.9690799,0.9875
8,0.9234752,0.98808336
9,0.8744063,0.9881667
10,0.83894736,0.9874167
11,0.8055193,0.98625
12,0.758527,0.99016666
13,0.735744,0.98875
14,0.7116502,0.9863333
15,0.67707545,0.98725
16,0.6515672,0.98966664
17,0.6261487,0.9889167
18,0.6168315,0.9884167
19,0.5822178,0.99116665
20,0.5746956,0.99083334
21,0.5582348,0.9905
22,0.53687525,0.98983335
23,0.5335467,0.99083334
24,0.5155163,0.991
25,0.51495093,0.9910833
26,0.5046379,0.99158335
27,0.49014062,0.9920833
28,0.48411608,0.9895833
29,0.48271504,0.992
30,0.47920358,0.99158335
31,0.46801856,0.9913333
32,0.45490748,0.99158335
33,0.4523703,0.9910833
34,0.45109263,0.99008334
35,0.4380104,0.9916667
36,0.43933982,0.99083334
37,0.43064728,0.99116665
38,0.42084384,0.99191666
39,0.0,0.0
40,0.0,0.0
41,0.0,0.0
42,0.0,0.0
43,0.0,0.0
44,0.0,0.0
45,0.0,0.0
46,0.0,0.0
47,0.0,0.0
48,0.0,0.0
49,0.0,0.0
