,train_loss,val_accuracy
0,5.906677,0.9579167
1,2.1577888,0.96933335
2,1.676822,0.97891665
3,1.3796641,0.98075
4,1.1912704,0.98225
5,1.0760956,0.98425
6,0.9916149,0.98525
7,0.9272518,0.9888333
8,0.86388135,0.98716664
9,0.8120873,0.9875
10,0.777672,0.9891667
11,0.73748994,0.98983335
12,0.6944991,0.9910833
13,0.6739146,0.99058336
14,0.6507473,0.9903333
15,0.63041025,0.9899167
16,0.6003458,0.9910833
17,0.59010607,0.9915
18,0.57373744,0.99016666
19,0.5522727,0.99008334
20,0.53704584,0.9910833
21,0.5368837,0.99116665
22,0.5186778,0.99216664
23,0.5124787,0.99275
24,0.4918249,0.9925
25,0.49125162,0.99233335
26,0.48583603,0.9915
27,0.48052177,0.99258333
28,0.46473005,0.9916667
29,0.45908314,0.9925
30,0.45604357,0.99266666
31,0.45256191,0.9918333
32,0.44728357,0.99233335
33,0.44319758,0.99216664
34,0.43621647,0.993
35,0.4327802,0.993
36,0.4307398,0.99233335
37,0.42453632,0.99341667
38,0.41501814,0.99291664
39,0.41495156,0.9925
40,0.407861,0.993
41,0.39952028,0.99175
42,0.4104159,0.9935
43,0.4014017,0.99225
44,0.39511004,0.9924167
45,0.3984473,0.99341667
46,0.3950976,0.9928333
47,0.3943222,0.99158335
48,0.3929444,0.9935
49,0.38900396,0.99341667
