,train_loss,val_accuracy
0,6.1060047,0.95383334
1,2.2698112,0.97141665
2,1.7833389,0.97683334
3,1.4664973,0.9838333
4,1.2860413,0.98525
5,1.1668894,0.98475
6,1.0739512,0.98875
7,0.9885177,0.98925
8,0.9380462,0.9885833
9,0.873508,0.9906667
10,0.81433016,0.99008334
11,0.77915686,0.99016666
12,0.7449263,0.99116665
13,0.7205788,0.99125
14,0.69590926,0.9913333
15,0.6790299,0.9925
16,0.6605723,0.99191666
17,0.6463809,0.99175
18,0.63021004,0.9916667
19,0.6059532,0.99216664
20,0.6071039,0.99225
21,0.58813965,0.99308336
22,0.58508515,0.99158335
23,0.56295055,0.99233335
24,0.55539846,0.99225
25,0.5637701,0.993
26,0.53816074,0.9914167
27,0.5388322,0.9931667
28,0.5260843,0.9928333
29,0.5151183,0.99158335
30,0.51780826,0.9920833
31,0.50744057,0.99341667
32,0.49804723,0.99333334
33,0.49701464,0.9918333
34,0.48996615,0.9924167
35,0.49010012,0.9931667
36,0.4778457,0.99275
37,0.47899675,0.9925
38,0.4739223,0.99333334
39,0.46565172,0.9935
40,0.4671175,0.9924167
41,0.4523822,0.99308336
42,0.46164402,0.99175
43,0.4534295,0.9931667
44,0.45071962,0.993
45,0.44920498,0.99291664
46,0.4442334,0.99258333
47,0.44735396,0.99258333
48,0.43940085,0.99308336
49,0.4388868,0.99233335
