,train_loss,val_accuracy
0,15.901935,0.9456667
1,4.1058292,0.9684167
2,2.8993778,0.97508335
3,2.4864993,0.978
4,2.2724376,0.9776667
5,2.095151,0.9830833
6,1.9625832,0.98233336
7,1.8524902,0.98575
8,1.7638357,0.9859167
9,1.6051384,0.98791665
10,1.4623361,0.98658335
11,1.380248,0.98908335
12,1.3093222,0.98908335
13,1.2488344,0.9895
14,1.1911808,0.9891667
15,1.152765,0.99008334
16,1.1067195,0.98908335
17,1.0695462,0.9903333
18,1.0394245,0.99
19,1.0035388,0.9910833
20,0.9709536,0.9905
21,0.93030626,0.99083334
22,0.9240585,0.9916667
23,0.8932678,0.99091667
24,0.87621415,0.99058336
25,0.8535937,0.9906667
26,0.8316351,0.9906667
27,0.8104702,0.9920833
28,0.79199284,0.98966664
29,0.77665675,0.9918333
30,0.77142423,0.99008334
31,0.74339265,0.9913333
32,0.7363189,0.99266666
33,0.7141203,0.9915
34,0.7117886,0.9915
35,0.7053393,0.99191666
36,0.6872434,0.9920833
37,0.674274,0.99083334
38,0.6614251,0.9925
39,0.65398,0.9910833
40,0.6415479,0.99225
41,0.6384292,0.99175
42,0.6120142,0.99191666
43,0.62571234,0.991
44,0.0,0.0
45,0.0,0.0
46,0.0,0.0
47,0.0,0.0
48,0.0,0.0
49,0.0,0.0
