,train_loss,val_accuracy
0,1.6034963,0.76958334
1,1.120235,0.79175
2,1.0999551,0.79325
3,1.0913322,0.79441667
4,0.81581336,0.89091665
5,0.5681974,0.89341664
6,0.56248987,0.89175
7,0.55962974,0.89133334
8,0.5561298,0.8935
9,0.5544187,0.89341664
10,0.5517231,0.89275
11,0.5503845,0.8933333
12,0.55103195,0.89241666
13,0.54812175,0.8940833
14,0.54656136,0.8945
15,0.5459455,0.8944167
16,0.54250574,0.89433336
17,0.54422545,0.89141667
18,0.54259264,0.8951667
19,0.54261905,0.89416665
20,0.54265505,0.89475
21,0.5423375,0.89241666
22,0.5392202,0.89308333
23,0.5418005,0.89308333
24,0.5410562,0.89533335
25,0.53866255,0.8936667
26,0.53772426,0.89266664
27,0.53953063,0.8905
28,0.54340786,0.8946667
29,0.536917,0.89591664
30,0.53947604,0.89341664
31,0.53734064,0.894
32,0.5410142,0.8946667
33,0.54084057,0.8918333
34,0.5377156,0.89391667
35,0.54114044,0.893
36,0.5349594,0.89358336
37,0.5382201,0.8951667
38,0.53710294,0.89608335
39,0.54109913,0.8933333
40,0.5405258,0.89475
41,0.5358835,0.89375
42,0.5370453,0.8944167
43,0.53666663,0.89433336
44,0.5355608,0.89066666
45,0.53748554,0.89425
46,0.53881633,0.8929167
47,0.53344744,0.8933333
48,0.53892934,0.8950833
49,0.53852946,0.8908333
