,train_loss,val_accuracy
0,0.9501738,0.87733334
1,0.6112031,0.87983334
2,0.5921632,0.8825833
3,0.5812641,0.8871667
4,0.5737293,0.88558334
5,0.5714294,0.8875
6,0.5657497,0.8875833
7,0.37672123,0.98366666
8,0.045137145,0.9855833
9,0.04204879,0.9875
10,0.04226351,0.987
11,0.037833974,0.98641664
12,0.037452392,0.9860833
13,0.03534034,0.9866667
14,0.033570122,0.98475
15,0.03346049,0.98616666
16,0.034142856,0.9855833
17,0.0324412,0.98408335
18,0.030672695,0.98475
19,0.029050913,0.98641664
20,0.031373803,0.9878333
21,0.029400622,0.98908335
22,0.029517163,0.9878333
23,0.028357778,0.98775
24,0.026879577,0.98758334
25,0.025916822,0.9865
26,0.028190728,0.9885
27,0.027501805,0.98866665
28,0.029204562,0.9828333
29,0.026298976,0.98825
30,0.026813019,0.98683333
31,0.028739635,0.986
32,0.025604574,0.99008334
33,0.024184143,0.98875
34,0.025100075,0.98425
35,0.025582282,0.98975
36,0.026254425,0.98875
37,0.028726628,0.98625
38,0.024769915,0.9875
39,0.025228767,0.98908335
40,0.024677988,0.98691666
41,0.02486238,0.98933333
42,0.028069073,0.98825
43,0.022822104,0.98716664
44,0.0,0.0
45,0.0,0.0
46,0.0,0.0
47,0.0,0.0
48,0.0,0.0
49,0.0,0.0
