,train_loss,val_accuracy
0,0.2356516,0.9575833
1,0.08579764,0.97508335
2,0.06370103,0.9813333
3,0.053050436,0.98225
4,0.049833674,0.97833335
5,0.044602066,0.98616666
6,0.040650755,0.9826667
7,0.037028402,0.9881667
8,0.035916723,0.987
9,0.034436412,0.98766667
10,0.03020859,0.99025
11,0.030301366,0.98933333
12,0.029711822,0.9885833
13,0.029575815,0.98675
14,0.028735565,0.98933333
15,0.027298043,0.9884167
16,0.026694551,0.9895
17,0.026473952,0.9878333
18,0.025437213,0.9885833
19,0.025897903,0.98933333
20,0.025806008,0.99016666
21,0.025231687,0.9888333
22,0.0,0.0
23,0.0,0.0
24,0.0,0.0
25,0.0,0.0
26,0.0,0.0
27,0.0,0.0
28,0.0,0.0
29,0.0,0.0
30,0.0,0.0
31,0.0,0.0
32,0.0,0.0
33,0.0,0.0
34,0.0,0.0
35,0.0,0.0
36,0.0,0.0
37,0.0,0.0
38,0.0,0.0
39,0.0,0.0
40,0.0,0.0
41,0.0,0.0
42,0.0,0.0
43,0.0,0.0
44,0.0,0.0
45,0.0,0.0
46,0.0,0.0
47,0.0,0.0
48,0.0,0.0
49,0.0,0.0
