,train_loss,val_accuracy
0,0.78100806,0.88225
1,0.12216196,0.96958333
2,0.07074748,0.97425
3,0.05950222,0.98333335
4,0.05088536,0.98183334
5,0.049190026,0.9825
6,0.043702904,0.9841667
7,0.041891783,0.98483336
8,0.03986304,0.9878333
9,0.038656235,0.9785
10,0.035814628,0.9834167
11,0.035819065,0.9885833
12,0.03245818,0.98808336
13,0.032859076,0.98525
14,0.030949274,0.9891667
15,0.028532399,0.98675
16,0.029871892,0.98808336
17,0.029156115,0.988
18,0.027627556,0.988
19,0.02930072,0.98658335
20,0.027741035,0.98683333
21,0.024577733,0.98791665
22,0.02791276,0.9881667
23,0.025064968,0.98725
24,0.02529472,0.9859167
25,0.028030101,0.9884167
26,0.0,0.0
27,0.0,0.0
28,0.0,0.0
29,0.0,0.0
30,0.0,0.0
31,0.0,0.0
32,0.0,0.0
33,0.0,0.0
34,0.0,0.0
35,0.0,0.0
36,0.0,0.0
37,0.0,0.0
38,0.0,0.0
39,0.0,0.0
40,0.0,0.0
41,0.0,0.0
42,0.0,0.0
43,0.0,0.0
44,0.0,0.0
45,0.0,0.0
46,0.0,0.0
47,0.0,0.0
48,0.0,0.0
49,0.0,0.0
